BMW1SERIES120dSport5dr20,10800,2012 12 reg,Hatchback,52835 miles,Manual,20L,177 bhp,Diesel
BMW1SERIES20118dSport5dr,10849,2012 12 reg,Hatchback,52045 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES116dEfficientDynamics5dr16,10852,2013 13 reg,Hatchback,51880 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20120DDIESEL2DRCONVERTIBLE,10890,2012 61 reg,Convertible,41215 miles,Manual,20L,177 bhp,Diesel
BMW1SERIES118dSportPlusEdition2drFULLBOSTONLEATHER20,10900,2013 62 reg,Coupe,58877 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSport5dr,10900,2012 62 reg,Hatchback,22000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES118dSport2dr20,10948,2012 61 reg,Coupe,37309 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSE2dr,10949,2012 12 reg,Coupe,58000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSport5dr,10950,2013 13 reg,Hatchback,53500 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSESportsHatch3drstartstop,10950,2013 63 reg,Hatchback,45000 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES116dEfficientDynamics165dr,10950,2012 12 reg,Hatchback,54000 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch3dr,10963,2012 62 reg,Hatchback,40432 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES16116dEfficientDynamicsSportsHatch5drstartstop,10970,2013 13 reg,Hatchback,58463 miles,Manual,16L,116 bhp,Diesel
BMW1SERIES20120dBluePerformanceSESportsHatch5drstartstop,10970,2013 13 reg,Hatchback,54237 miles,Manual,20L,184 bhp,Diesel
BMW1SERIES116dSE5dr20,10975,2013 13 reg,Hatchback,52736 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES118dSE5drStartStopBluetoothAlloys30RFL20,10979,2013 13 reg,Hatchback,42000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118DMSPORT2d140BHPONLY30ROADTAX,10982,2012 12 reg,Coupe,51258 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dSportSportsHatch3dr,10985,2013 13 reg,Hatchback,55000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20118dExclusive2dr,10985,2012 12 reg,Coupe,38000 miles,Manual,20L,143 bhp,Diesel
BMW1SERIES20116dSE5dr,10986,2012 12 reg,Hatchback,44515 miles,Manual,20L,116 bhp,Diesel
BMW1SERIES20116dSport5dr,10987,2012 12 reg,Hatchback,33844 miles,Manual,20L,116 bhp,Diesel
